SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
29066,"41376","1","Friends","","2019","Turtles Rescue Mission",2,225,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/41376-1.jpg",347,374
29068,"41378","1","Friends","","2019","Dolphins Rescue Mission",2,363,34.99,39.99,49.99,39.99,"https://images.brickset.com/sets/images/41378-1.jpg",301,473
29076,"41379","1","Friends","","2019","Heartlake City Restaurant",3,624,54.99,59.99,79.99,59.99,"https://images.brickset.com/sets/images/41379-1.jpg",177,593
29067,"41380","1","Friends","","2019","Lighthouse Rescue Centre",2,602,54.99,59.99,79.99,59.99,"https://images.brickset.com/sets/images/41380-1.jpg",172,443
29069,"41381","1","Friends","","2019","Rescue Mission Boat",4,908,84.99,89.99,109.99,89.99,"https://images.brickset.com/sets/images/41381-1.jpg",176,433
29065,"41382","1","Friends","Seasonal","2019","Friends Advent Calendar",3,330,22.99,29.99,39.99,24.99,"https://images.brickset.com/sets/images/41382-1.jpg",167,187
28551,"41383","1","Friends","","2019","Olivia's Hamster Playground",1,81,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/41383-1.jpg",533,174
29270,"41384","1","Friends","","2019","Andrea's Summer Heart Box",1,83,7.99,7.99,9.99,7.99,"https://images.brickset.com/sets/images/41384-1.jpg",171,118
29271,"41385","1","Friends","","2019","Emma's Summer Heart Box",1,86,7.99,7.99,9.99,7.99,"https://images.brickset.com/sets/images/41385-1.jpg",167,107
29272,"41386","1","Friends","","2019","Stephanie's Summer Heart Box",1,95,7.99,7.99,9.99,7.99,"https://images.brickset.com/sets/images/41386-1.jpg",161,109
29273,"41387","1","Friends","","2019","Olivia's Summer Heart Box",2,93,7.99,7.99,9.99,7.99,"https://images.brickset.com/sets/images/41387-1.jpg",145,118
29274,"41388","1","Friends","","2019","Mia's Summer Heart Box",1,85,7.99,7.99,9.99,7.99,"https://images.brickset.com/sets/images/41388-1.jpg",153,115
29092,"41634","1","BrickHeadz","The LEGO Movie 2: The Second Part","2019","Emmet",,113,,14.99,,,"https://images.brickset.com/sets/images/41634-1.jpg",573,857
29098,"41635","1","BrickHeadz","The LEGO Movie 2: The Second Part","2019","Wyldstyle",,134,,14.99,,,"https://images.brickset.com/sets/images/41635-1.jpg",570,815
29099,"41636","1","BrickHeadz","The LEGO Movie 2: The Second Part","2019","Benny",,103,,9.99,,,"https://images.brickset.com/sets/images/41636-1.jpg",467,1019
29100,"41637","1","BrickHeadz","The LEGO Movie 2: The Second Part","2019","Sweet Mayhem",,137,,9.99,,,"https://images.brickset.com/sets/images/41637-1.jpg",448,835
28478,"42088","1","Technic","","2019","Cherry Picker",,155,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/42088-1.jpg",867,226
28433,"42089","1","Technic","","2019","Power Boat",,174,14.99,14.99,19.99,14.99,"https://images.brickset.com/sets/images/42089-1.jpg",726,306
28432,"42090","1","Technic","","2019","Getaway Truck",,128,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/42090-1.jpg",489,240
28434,"42091","1","Technic","","2019","Police Pursuit",,120,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/42091-1.jpg",483,192
28435,"42092","1","Technic","","2019","Rescue Helicopter",,325,24.99,39.99,49.99,29.99,"https://images.brickset.com/sets/images/42092-1.jpg",548,340
28463,"42093","1","Technic","","2019","Chevrolet Corvette ZR1",,579,39.99,49.99,69.99,39.99,"https://images.brickset.com/sets/images/42093-1.jpg",1521,716
28405,"42094","1","Technic","","2019","Tracked Loader",,827,54.99,79.99,99.99,59.99,"https://images.brickset.com/sets/images/42094-1.jpg",850,579
28414,"42095","1","Technic","","2019","Remote-Controlled Stunt Racer",,324,69.99,99.99,139.99,79.99,"https://images.brickset.com/sets/images/42095-1.jpg",1199,755
28440,"42096","1","Technic","","2019","Porsche 911 RSR",,1580,139.99,149.99,199.99,149.99,"https://images.brickset.com/sets/images/42096-1.jpg",1780,1533
29033,"42097","1","Technic","","2019","Compact Crawler Crane",,920,79.99,99.99,139.99,89.99,"https://images.brickset.com/sets/images/42097-1.jpg",360,712
29032,"42098","1","Technic","","2019","Car Transporter",,2493,139.99,179.99,229.99,149.99,"https://images.brickset.com/sets/images/42098-1.jpg",597,981
29034,"42099","1","Technic","","2019","4x4 X-Treme Off-Roader",,958,199.99,249.99,299.99,229.99,"https://images.brickset.com/sets/images/42099-1.jpg",647,1298
29035,"42100","1","Technic","","2019","Liebherr R 9800",,4108,,449.99,549.99,449.99,"https://images.brickset.com/sets/images/42100-1.jpg",367,1696
29358,"42110","1","Technic","","2019","Land Rover Defender",,2573,159.99,199.99,249.99,179.99,"https://images.brickset.com/sets/images/42110-1.jpg",509,1742
29345,"43172","1","Disney","Frozen","2019","Elsa's Ice Palace",7,,64.99,79.99,99.99,69.99,"https://images.brickset.com/sets/images/43172-1.jpg",62,172
29210,"45601","1","Technic","Control+","2019","Large Hub",,,,,,,"https://images.brickset.com/sets/images/45601-1.jpg",3,146
29211,"45602","1","Technic","Control+","2019","Large Angular Motor",,,,,,,"https://images.brickset.com/sets/images/45602-1.jpg",2,135
29208,"45678","1","Education","SPIKE Prime","2019","SPIKE Prime Set",,523,,,,,"https://images.brickset.com/sets/images/45678-1.jpg",2,175
29209,"45680","1","Education","SPIKE Prime","2019","Expansion set",,603,,,,,"https://images.brickset.com/sets/images/45680-1.jpg",2,112
29324,"60203","1","City","Town","2019","Ski Resort",11,806,74.99,89.99,119.99,79.99,"https://images.brickset.com/sets/images/60203-1.jpg",223,979
28477,"60206","1","City","Sky Police","2019","Jet Patrol",2,54,7.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/60206-1.jpg",572,300
28476,"60207","1","City","Sky Police","2019","Drone Chase",3,192,17.99,29.99,39.99,19.99,"https://images.brickset.com/sets/images/60207-1.jpg",895,669
28475,"60208","1","City","Sky Police","2019","Parachute Arrest",4,218,24.99,39.99,49.99,29.99,"https://images.brickset.com/sets/images/60208-1.jpg",492,501
28474,"60209","1","City","Sky Police","2019","Diamond Heist",4,400,44.99,59.99,79.99,49.99,"https://images.brickset.com/sets/images/60209-1.jpg",454,607
28398,"60210","1","City","Sky Police","2019","Air Base",6,529,69.99,89.99,119.99,74.99,"https://images.brickset.com/sets/images/60210-1.jpg",294,631
28430,"60212","1","City","Fire","2019","Barbecue Burn Out",2,64,7.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/60212-1.jpg",815,324
28429,"60213","1","City","Fire","2019","Dock Side Fire",2,97,14.99,19.99,24.99,14.99,"https://images.brickset.com/sets/images/60213-1.jpg",648,368
28397,"60214","1","City","Fire","2019","Burger Bar Fire Rescue",3,327,24.99,39.99,49.99,29.99,"https://images.brickset.com/sets/images/60214-1.jpg",1582,1118
28558,"60215","1","City","Fire","2019","Fire Station",4,509,59.99,69.99,89.99,59.99,"https://images.brickset.com/sets/images/60215-1.jpg",745,607
28399,"60216","1","City","Fire","2019","Downtown Fire Brigade",7,943,89.99,99.99,139.99,99.99,"https://images.brickset.com/sets/images/60216-1.jpg",565,951
28396,"60217","1","City","Fire","2019","Fire Plane",3,363,34.99,59.99,79.99,39.99,"https://images.brickset.com/sets/images/60217-1.jpg",359,544
28422,"60218","1","City","Great Vehicles","2019","Desert Rally Racer",1,75,9.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/60218-1.jpg",1523,626
28439,"60219","1","City","Construction","2019","Construction Loader",1,88,9.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/60219-1.jpg",1571,709
28431,"60220","1","City","Great Vehicles","2019","Garbage Truck",2,90,14.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/60220-1.jpg",1128,655
28423,"60221","1","City","Great Vehicles","2019","Diving Yacht",2,148,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/60221-1.jpg",1648,1088
28428,"60222","1","City","Great Vehicles","2019","Snow Groomer",2,197,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/60222-1.jpg",1820,1048
28404,"60223","1","City","Great Vehicles","2019","Harvester Transport",3,358,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/60223-1.jpg",2566,1226
29041,"60224","1","City","Space","2019","Satellite Service Mission",1,84,9.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/60224-1.jpg",1615,1117
29040,"60225","1","City","Space","2019","Rover Testing Drive",2,202,17.99,29.99,39.99,19.99,"https://images.brickset.com/sets/images/60225-1.jpg",1032,1200
29039,"60226","1","City","Space","2019","Mars Research Shuttle",2,273,24.99,39.99,49.99,29.99,"https://images.brickset.com/sets/images/60226-1.jpg",1145,1343
29077,"60227","1","City","Space","2019","Lunar Space Station",5,412,44.99,59.99,79.99,49.99,"https://images.brickset.com/sets/images/60227-1.jpg",979,1653
29038,"60228","1","City","Space","2019","Deep Space Rocket and Launch Control",7,837,89.99,99.99,139.99,99.99,"https://images.brickset.com/sets/images/60228-1.jpg",728,1597
29290,"60229","1","City","Space","2019"," Rocket Assembly &Transport",8,1055,119.99,149.99,199.99,129.99,"https://images.brickset.com/sets/images/60229-1.jpg",394,1480
29275,"60230","1","City","Space","2019","People Pack - Space Research and Development",15,209,34.99,39.99,49.99,39.99,"https://images.brickset.com/sets/images/60230-1.jpg",1074,2016
29043,"60231","1","City","Fire","2019","Fire Chief Response Truck",2,201,17.99,29.99,39.99,19.99,"https://images.brickset.com/sets/images/60231-1.jpg",546,738
29044,"60232","1","City","Town","2019","Garage Centre",4,234,34.99,49.99,79.99,39.99,"https://images.brickset.com/sets/images/60232-1.jpg",98,451
29042,"60233","1","City","Town","2019","Donut Shop Opening",10,790,79.99,89.99,119.99,79.99,"https://images.brickset.com/sets/images/60233-1.jpg",707,1806
29045,"60234","1","City","Town","2019","People Pack - Fun Fair",14,183,34.99,39.99,49.99,39.99,"https://images.brickset.com/sets/images/60234-1.jpg",1677,2141
29064,"60235","1","City","Seasonal","2019","City Advent Calendar",8,234,22.99,29.99,39.99,19.99,"https://images.brickset.com/sets/images/60235-1.jpg",635,579
28473,"60236","1","City","Town","2019","Straight & T-Junction ",,2,9.99,14.99,19.99,9.99,"https://images.brickset.com/sets/images/60236-1.jpg",671,568
28472,"60237","1","City","Town","2019","Curves & Crossroad",,2,9.99,14.99,19.99,9.99,"https://images.brickset.com/sets/images/60237-1.jpg",429,519
28471,"60239","1","City","Sky Police","2019","Police Patrol Car",1,92,9.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/60239-1.jpg",1911,736
28470,"60240","1","City","Great Vehicles","2019","Kayak Adventure",1,84,9.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/60240-1.jpg",2148,1019
29454,"60265","1","City","","2019","{?}",,,,,,,0,86
29627,"66073","1","Duplo","","2019","Super Pack 3-in-1",,,,,,,0,3
29628,"66106","1","Duplo","","2019","Super Pack 2-in-1 ",,,,,,,0,3
29629,"66130","1","Duplo","","2019","Super Pack 2-in-1 ",,,,,,,0,3
29158,"66584","1","Creator","","2019","Bonus/Value pack",,218,,,,,3,54
29157,"66587","1","City","","2019","Bonus/Value pack",,125,,,,,2,59
29362,"66593","1","BrickHeadz","","2019","2-in-1 Value Pack",,249,,,,,"https://images.brickset.com/sets/images/66593-1.jpg",5,63
29638,"66615","1","City","","2019","Super Pack 3-in-1",,,,,,,"https://images.brickset.com/sets/images/66615-1.jpg",2,7
29613,"66619","1","City","Product Collection","2019","Super Pack 3-in-1",,,,,,,"https://images.brickset.com/sets/images/66619-1.jpg",10,10
29614,"66620","1","Friends","Product Collection","2019","Super Pack 3-in-1",,,,,,,"https://images.brickset.com/sets/images/66620-1.jpg",4,9
29128,"70418","1","Hidden Side","","2019","J.B.'s Ghost Lab",3,174,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/70418-1.jpg",1415,1076
29127,"70419","1","Hidden Side","","2019","Wrecked Shrimp Boat",4,310,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/70419-1.jpg",1952,1542
29126,"70420","1","Hidden Side","","2019","Graveyard Mystery",4,335,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/70420-1.jpg",1436,1365
29125,"70421","1","Hidden Side","","2019","El Fuego's Stunt Truck",4,428,34.99,39.99,49.99,39.99,"https://images.brickset.com/sets/images/70421-1.jpg",503,921
29124,"70422","1","Hidden Side","","2019","Shrimp Shack Attack",5,579,44.99,49.99,69.99,49.99,"https://images.brickset.com/sets/images/70422-1.jpg",907,1337
29123,"70423","1","Hidden Side","","2019","Paranormal Intercept Bus 3000",5,689,54.99,59.99,79.99,59.99,"https://images.brickset.com/sets/images/70423-1.jpg",1043,1297
29122,"70424","1","Hidden Side","","2019","Ghost Train Express",6,698,69.99,79.99,99.99,79.99,"https://images.brickset.com/sets/images/70424-1.jpg",599,1369
29121,"70425","1","Hidden Side","","2019","Newbury Haunted High School",,1474,109.99,129.99,159.99,119.99,"https://images.brickset.com/sets/images/70425-1.jpg",673,1454
28390,"70659","1","Ninjago","Spinjitzu","2019","Spinjitzu Kai",1,97,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/70659-1.jpg",439,214
28391,"70660","1","Ninjago","Spinjitzu","2019","Spinjitzu Jay",1,97,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/70660-1.jpg",428,244
28392,"70661","1","Ninjago","Spinjitzu","2019","Spinjitzu Zane",1,109,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/70661-1.jpg",397,240
28395,"70662","1","Ninjago","Spinjitzu","2019","Spinjitzu Cole",1,117,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/70662-1.jpg",413,219
28393,"70663","1","Ninjago","Spinjitzu","2019","Spinjitzu Nya & Wu",2,227,15.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/70663-1.jpg",291,245
28394,"70664","1","Ninjago","Spinjitzu","2019","Spinjitzu Lloyd vs. Garmadon",2,208,15.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/70664-1.jpg",468,300
28384,"70665","1","Ninjago","Legacy","2019","The Samurai Mech",3,154,14.99,14.99,19.99,14.99,"https://images.brickset.com/sets/images/70665-1.jpg",1286,526
28385,"70666","1","Ninjago","Legacy","2019","The Golden Dragon",3,171,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/70666-1.jpg",1417,532
28386,"70667","1","Ninjago","Legacy","2019","Kai's Blade Cycle & Zane's Snowmobile",4,376,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/70667-1.jpg",528,359
28387,"70668","1","Ninjago","Legacy","2019","Jay's Storm Fighter",4,490,34.99,39.99,49.99,39.99,"https://images.brickset.com/sets/images/70668-1.jpg",804,609
28388,"70669","1","Ninjago","Legacy","2019","Cole's Earth Driller ",4,587,44.99,49.99,69.99,49.99,"https://images.brickset.com/sets/images/70669-1.jpg",510,525
28389,"70670","1","Ninjago","Legacy","2019","Monastery of Spinjitzu",8,1070,79.99,79.99,99.99,79.99,"https://images.brickset.com/sets/images/70670-1.jpg",981,1017
29083,"70671","1","Ninjago","Secrets of the Forbidden Spinjitzu","2019","Lloyd's Journey",2,81,12.99,14.99,19.99,14.99,"https://images.brickset.com/sets/images/70671-1.jpg",1043,786
29256,"70672","1","Ninjago","Secrets of the Forbidden Spinjitzu","2019","Cole's Dirt Bike",3,212,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/70672-1.jpg",387,325
29255,"70673","1","Ninjago","Secrets of the Forbidden Spinjitzu","2019","Shuricopter",3,361,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/70673-1.jpg",365,359
29084,"70674","1","Ninjago","Secrets of the Forbidden Spinjitzu","2019","Fire Fang",4,463,39.99,39.99,49.99,44.99,"https://images.brickset.com/sets/images/70674-1.jpg",420,552
29254,"70675","1","Ninjago","Secrets of the Forbidden Spinjitzu","2019","Katana 4X4",5,450,44.99,49.99,69.99,49.99,"https://images.brickset.com/sets/images/70675-1.jpg",196,375
29085,"70676","1","Ninjago","Secrets of the Forbidden Spinjitzu","2019","Lloyd's Titan Mech",6,876,64.99,79.99,99.99,69.99,"https://images.brickset.com/sets/images/70676-1.jpg",393,812
29086,"70677","1","Ninjago","Secrets of the Forbidden Spinjitzu","2019","Land Bounty",9,1178,119.99,129.99,159.99,129.99,"https://images.brickset.com/sets/images/70677-1.jpg",205,567
29087,"70678","1","Ninjago","Secrets of the Forbidden Spinjitzu","2019","Castle of the Forsaken Emperor",7,1218,89.99,99.99,139.99,,"https://images.brickset.com/sets/images/70678-1.jpg",197,668
28549,"70679","1","Ninjago","Legacy","2019","The Ultra Dragon",6,951,79.99,84.99,119.99,89.99,"https://images.brickset.com/sets/images/70679-1.jpg",438,709
28407,"70680","1","Ninjago","Legacy","2019","Monastery Training",2,122,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/70680-1.jpg",927,429
29257,"70681","1","Ninjago","Spinjitzu Slam","2019","Spinjitzu Slam - Lloyd",1,70,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/70681-1.jpg",266,195
29258,"70682","1","Ninjago","Spinjitzu Slam","2019","Spinjitzu Slam - Jay",1,72,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/70682-1.jpg",196,185
29259,"70683","1","Ninjago","Spinjitzu Slam","2019","Spinjitzu Slam - Zane",1,63,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/70683-1.jpg",225,206
29260,"70684","1","Ninjago","Spinjitzu Slam","2019","Spinjitzu Slam - Kai vs. Samurai",2,164,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/70684-1.jpg",202,212
28454,"70820","1","The Lego Movie 2: The Second Part","Miscellaneous","2019","LEGO Movie Maker",6,482,44.99,49.99,69.99,49.99,"https://images.brickset.com/sets/images/70820-1.jpg",706,443
28451,"70821","1","The Lego Movie 2: The Second Part","","2019","Emmet and Benny's 'Build and Fix' Workshop!",2,117,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/70821-1.jpg",1987,684
28444,"70822","1","The Lego Movie 2: The Second Part","","2019","Unikitty's Sweetest Friends EVER!",3,76,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/70822-1.jpg",3707,665
28447,"70823","1","The Lego Movie 2: The Second Part","","2019","Emmet's Thricycle!",1,174,12.99,14.99,19.99,14.99,"https://images.brickset.com/sets/images/70823-1.jpg",2364,559
28441,"70824","1","The Lego Movie 2: The Second Part","","2019","Introducing Queen Watevra Wa'Nabi",4,115,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/70824-1.jpg",2563,596
28442,"70825","1","The Lego Movie 2: The Second Part","","2019","Queen Watevra's Build Whatever Box!",,455,34.99,39.99,49.99,39.99,"https://images.brickset.com/sets/images/70825-1.jpg",834,458
28449,"70826","1","The Lego Movie 2: The Second Part","","2019","Rex's Rex-treme Offroader!",2,236,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/70826-1.jpg",2165,927
28225,"70827","1","The Lego Movie 2: The Second Part","","2019","Ultrakatty & Warrior Lucy!",2,348,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/70827-1.jpg",2570,1032
28452,"70828","1","The Lego Movie 2: The Second Part","","2019","Pop-Up Party Bus",4,1024,79.99,79.99,99.99,89.99,"https://images.brickset.com/sets/images/70828-1.jpg",1307,772
28223,"70829","1","The Lego Movie 2: The Second Part","","2019","Emmet and Lucy's Escape Buggy!",4,550,44.99,49.99,69.99,49.99,"https://images.brickset.com/sets/images/70829-1.jpg",1615,988
28224,"70830","1","The Lego Movie 2: The Second Part","","2019","Sweet Mayhem's Systar Starship!",3,502,59.99,69.99,89.99,69.99,"https://images.brickset.com/sets/images/70830-1.jpg",1640,1187
28443,"70831","1","The Lego Movie 2: The Second Part","","2019","Emmet's Dream House/Rescue Rocket!",4,706,54.99,69.99,89.99,59.99,"https://images.brickset.com/sets/images/70831-1.jpg",2402,1348
28419,"70832","1","The Lego Movie 2: The Second Part","","2019","Emmet's Builder Box!",1,125,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/70832-1.jpg",424,416
28420,"70833","1","The Lego Movie 2: The Second Part","","2019","Lucy's Builder Box!",2,141,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/70833-1.jpg",431,426
28453,"70834","1","The Lego Movie 2: The Second Part","","2019","MetalBeard's Heavy Metal Motor Trike!",2,461,54.99,59.99,79.99,59.99,"https://images.brickset.com/sets/images/70834-1.jpg",955,1037
28448,"70835","1","The Lego Movie 2: The Second Part","","2019","Rex's Rexplorer!",2,1187,109.99,119.99,159.99,119.99,"https://images.brickset.com/sets/images/70835-1.jpg",811,1077
28446,"70836","1","The Lego Movie 2: The Second Part","","2019","Battle-Ready Batman and MetalBeard",2,168,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/70836-1.jpg",2670,887
29081,"70837","1","The Lego Movie 2: The Second Part","","2019","Shimmer & Shine Sparkle Spa!",8,691,59.99,69.99,89.99,69.99,"https://images.brickset.com/sets/images/70837-1.jpg",514,619
29082,"70838","1","The Lego Movie 2: The Second Part","","2019","Queen Watevra's ‘So-Not-Evil' Space Palace",5,995,94.99,99.99,139.99,99.99,"https://images.brickset.com/sets/images/70838-1.jpg",652,666
28993,"70839","1","The Lego Movie 2: The Second Part","","2019","The Rexcelsior!",4,1826,139.99,149.99,199.99,149.99,"https://images.brickset.com/sets/images/70839-1.jpg",591,1261
28588,"70840","1","The Lego Movie 2: The Second Part","","2019","Welcome to Apocalypseburg!",13,3178,279.99,299.99,399.99,299.99,"https://images.brickset.com/sets/images/70840-1.jpg",2076,2785
28445,"70841","1","The Lego Movie 2: The Second Part","","2019","Benny's Space Squad",5,68,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/70841-1.jpg",9579,1227
29120,"70842","1","The Lego Movie 2: The Second Part","","2019","Emmet's Triple-Decker Couch Mech",3,312,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/70842-1.jpg",943,1212
29078,"70847","1","The Lego Movie 2: The Second Part","","2019","Good Morning Sparkle Babies!",4,50,8.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/70847-1.jpg",962,911
29079,"70848","1","The Lego Movie 2: The Second Part","","2019","Systar Party Crew",2,196,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/70848-1.jpg",555,887
29080,"70849","1","The Lego Movie 2: The Second Part","","2019","Wyld-Mayhem Star Fighter",4,405,44.99,49.99,69.99,49.99,"https://images.brickset.com/sets/images/70849-1.jpg",145,586
28901,"71023","0","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","LEGO Minifigures - The LEGO Movie 2: The Second Part {Random Bag}",,,,,,,"https://images.brickset.com/sets/images/71023-0.jpg",510,96
28900,"71023","1","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Awesome Remix Emmet",1,7,,3.99,,,"https://images.brickset.com/sets/images/71023-1.jpg",3253,404
28902,"71023","2","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Battle-Ready Lucy",1,8,,3.99,,,"https://images.brickset.com/sets/images/71023-2.jpg",3315,406
28910,"71023","3","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Apocalypse Benny",1,8,,3.99,,,"https://images.brickset.com/sets/images/71023-8.jpg",3664,482
28907,"71023","4","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Giraffe Guy",1,6,,3.99,,,"https://images.brickset.com/sets/images/71023-5.jpg",4020,510
28904,"71023","5","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Crayon Girl",1,6,,3.99,,,"https://images.brickset.com/sets/images/71023-4.jpg",3634,357
28909,"71023","6","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Sherry Scratchen-Post & Scarfield",1,6,,3.99,,,"https://images.brickset.com/sets/images/71023-7.jpg",3441,424
28922,"71023","7","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Hula Lula",1,8,,3.99,,,"https://images.brickset.com/sets/images/71023-20.jpg",2955,328
28908,"71023","8","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Watermelon Dude",1,6,,3.99,,,"https://images.brickset.com/sets/images/71023-6.jpg",3731,435
28917,"71023","9","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Flashback Lucy",1,7,,3.99,,,"https://images.brickset.com/sets/images/71023-15.jpg",3227,428
28903,"71023","10","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Swamp Creature",1,6,,3.99,,,"https://images.brickset.com/sets/images/71023-3.jpg",3168,367
28918,"71023","11","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Candy Rapper",1,8,,3.99,,,"https://images.brickset.com/sets/images/71023-16.jpg",3071,376
28916,"71023","12","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Gone Golfin' President Business",1,6,,3.99,,,"https://images.brickset.com/sets/images/71023-14.jpg",3386,436
28920,"71023","13","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Apocalypseburg Abe",1,7,,3.99,,,"https://images.brickset.com/sets/images/71023-18.jpg",3583,475
28911,"71023","14","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Vest Friend Rex",1,6,,3.99,,,"https://images.brickset.com/sets/images/71023-9.jpg",3587,474
28919,"71023","15","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Kitty Pop",1,7,,3.99,,,"https://images.brickset.com/sets/images/71023-17.jpg",3116,360
28912,"71023","16","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Dorothy Gale & Toto",1,7,,3.99,,,"https://images.brickset.com/sets/images/71023-10.jpg",4242,664
28913,"71023","17","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Cowardly Lion",1,6,,3.99,,,"https://images.brickset.com/sets/images/71023-11.jpg",4159,620
28915,"71023","18","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Scarecrow",1,6,,3.99,,,"https://images.brickset.com/sets/images/71023-13.jpg",4205,612
28914,"71023","19","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Tin Man",1,8,,3.99,,,"https://images.brickset.com/sets/images/71023-12.jpg",4283,632
28921,"71023","20","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","Unikitty",1,15,,3.99,,,"https://images.brickset.com/sets/images/71023-19.jpg",2946,250
28923,"71023","21","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","LEGO Minifigures - The LEGO Movie 2: The Second Part - Complete",20,,,,,,"https://images.brickset.com/sets/images/71023-21.jpg",1722,277
28924,"71023","22","Collectable Minifigures","The LEGO Movie 2: The Second Part","2019","LEGO Minifigures - The LEGO Movie 2: The Second Part - Sealed Box",,,1.49,3.99,4.99,3.99,"https://images.brickset.com/sets/images/71023-22.jpg",198,90
29169,"71024","0","Collectable Minifigures","Disney series 2","2019","LEGO Minifigures - The Disney Series 2 {Random bag}",,,,,,,"https://images.brickset.com/sets/images/71024-0.jpg",359,103
29170,"71024","1","Collectable Minifigures","Disney Series 2","2019","Vintage Mickey",1,5,2.99,3.99,,3.99,"https://images.brickset.com/sets/images/71024-1.jpg",2996,419
29171,"71024","2","Collectable Minifigures","Disney Series 2","2019","Vintage Minnie",1,6,2.99,3.99,,3.99,"https://images.brickset.com/sets/images/71024-2.jpg",2862,413
29173,"71024","3","Collectable Minifigures","Disney Series 2","2019","Huey",1,6,2.99,3.99,,3.99,"https://images.brickset.com/sets/images/71024-4.jpg",2512,566
29174,"71024","4","Collectable Minifigures","Disney Series 2","2019","Dewey",1,6,2.99,3.99,,3.99,"https://images.brickset.com/sets/images/71024-5.jpg",2534,587
